aachen;akwizgran,
zeitgebunden;zale¿ny od czasu
zeitgeist;duch czasu
zeitgenössisch;wspó³czesny,wspó³czeœnie
zeitgeschichte;historia wspó³czesna
zeitgutschrift;bonifikata
zeitig;wczesny,wczeœnie
zeitkarte;bilet okresowy
zeitlebens;ca³e ¿ycie,na ca³e ¿ycie
zeitlich;czasowy,czasowo
zeitlohn;stawka czasowa
zeitlos;ponadczasowy,zawsze aktualny
zeitmangel;brak czasu
zeitmesser;czasomierz
zeitmessung;pomiar czasu
zeitnahme;pomiar czasu
zeitplan;harmonogram
zeitpunkt;chwila,moment
zeitraubend;czasoch³onny
zeitrechnung;era
zeitschrift;czasopismo
zeitsinn;poczucie czasu
zeitstudie;chronometra¿
zeittafel;tablica chronologiczna
zeitung;gazeta,dziennik
zeitungsanzeige;og³oszenie w gazecie
zeitungsausschnitt;wycinek z gazety
zeitungsausträger;roznosiciel gazet
zeitungsbeilage;dodatek do gazety
zeitungsbericht;doniesienie prasowe
zeitungsente;kaczka dziennikarska
zeitungskiosk;kiosk z gazetami
zeitungskorrespondent;korespondent dziennika
zeitungsredaktion;redakcja dziennika
zeitungsschreiber;pismak (gazeciarz)
zeitungsverkäufer;gazeciarz
zeitungsverlag;wydawnictwo prasowe
zeitverlust;strata czasu
zeitverschwendung;marnotrawienie czasu
zeitweilig;przejœciowy,czasowy
zeitweise;czasem,czasami
zeitzone;strefa czasowa
zelebrieren;celebrowaæ
zelle;cela,komórka
zellgewebe;tkanka
zellglas;celofan
zellhorn;celuloid
zellkern;j¹dro komórkowe
zellmembran;b³ona komórkowa
zellstoff;celuloza
zellteilung;podzia³ komórki
zellular;komórkowy
zelt;namiot
zeltbahn;p³achta namiotowa
zelten;wczasy pod namiotami,obozowaæ pod namiotami
zeltlager;obóz pod namiotami
zeltplatz;pole namiotowe
zement;cement
zementation;cementacja,nawêglanie (stali)
zementieren;cementowaæ
zementierung;cementowanie
zementwerk;cementownia
zenit;zenit
zensieren;cenzurowaæ
zensor;cenzor
zensur;cenzura
zenti;centy-
zentimeter;centymetr
zentnerschwer;bardzo ciê¿ki
zentral;centralny,œrodkowy
zentrale;centrala
zentraleinheit;jednostka centralna
zentralgewalt;w³adza centralna
zentralheizung;centralne ogrzewanie
zentralisation;centralizacja
zentralisieren;centralizowaæ
zentralnervensystem;oœrodkowy uk³ad nerwowy
zentrierbohrung;nakie³ek
zentrieren;œrodkowaæ,centrowaæ
zentriert;wypoœrodkowany
zentrifugal;odœrodkowy
zentrifuge;wirówka
zentripetal;doœrodkowy
zentrum;centrum
zeppelin;sterowiec
zepter;ber³o
zerbeißen;rozgryzaæ
zerbrechen;³amaæ,rozbijaæ
zerbrechlich;kruchy,³amliwy
zerbröckeln;rozkruszaæ
zerdrücken;zgniataæ
zeremonie;ceremonia
zeremoniell;ceremonia³,uroczysty,ceremonialny
zerfall;rozpad,rozk³ad
zerfallen;rozpadaæ siê,rozwalaæ siê,zniszczony
zerfallserscheinung;objaw rozk³adu
zerfallsprodukt;produkt rozpadu
zerfleischen;rozszarpywaæ
zerfließen;rozp³ywaæ siê
zerfurcht;maj¹cy zmarszki (np. czo³o)
zergliedern;rozcz³onkowywaæ,dokonywaæ rozbioru
zerhacken;r¹baæ
zerkleinern;kruszyæ,rozdrabniaæ
zerklopfen;t³uc
zerklüftet;popêkany
zerknüllen;mi¹æ
zerkochen;rozgotowaæ siê
zerkratzen;rozdrapywaæ,rysowaæ
zerlassen;rozpuszczaæ,topiony
zerlegen;rozk³adaæ,rozmontowywaæ,rozk³adaæ
zerlegung;rozk³ad,demonta¿
zerlesen;zaczytany
zermahlen;mleæ
zermürben;nêkaæ
zermürbend;nêkaj¹cy,wyczerpuj¹cy
zernagen;gryŸæ
zerplatzen;pêkaæ,rozlatywaæ siê
zerquetschen;rozgniataæ
zerrbild;karykatura
zerreiben;rozcieraæ,ucieraæ
zerreißen;rozdzieraæ,rozrywaæ
zerreißfestigkeit;wytrzyma³oœæ na rozci¹ganie
zerreißprobe;próba na rozerwanie
zerren;szarpaæ,targaæ
zerrissen;podarty
zerrissenheit;rozdarcie,rozterka
zerrütten;dezorganizowaæ,rozstrajaæ,rujnowaæ
zerrüttet;zdezorganizowany,rozstrojony,zrujnowany,rozbity
zerrung;nadwerê¿enie
zersägen;przepi³owywaæ,rozpi³owywaæ
zerschellen;rozbijaæ,roztrzaskiwaæ siê
zerschießen;podziurawiæ pociskami
zerschlagen;rozbijaæ,t³uc
zerschneiden;krajaæ,rozcinaæ
zersetzen;rozk³adaæ,dzia³aæ destrukcyjnie
zersetzend;rozk³adowy,destrukcyjny
zersetzung;rozk³ad,zgnilizna
zersetzungsprodukt;produkt rozk³adu
zerspanen;skrawaæ
zerspanung;skrawanie
zersplittern;rozdrabniaæ,rozpraszaæ,rozpryskiwaæ
zersplitterung;rozproszenie,rozdrobnienie
zerspringen;pêkaæ
zerstäuben;rozpylaæ
zerstäuber;rozpylacz
zerstäubung;rozpylenie
zerstechen;pok³uæ,pok¹saæ
zerstören;niszczyæ,niweczyæ
zerstörer;niszczyciel,niszczyciel (okrêt)
zerstörung;niszczenie,burzenie,degradacja
zerstörungskraft;si³a niszcz¹ca
zerstörungswerk;dzie³o zniszczenia
zerstoßen;t³uc
zerstreuen;rozpraszaæ,rozwiewaæ,zabawiaæ
zerstreut;roztargniony
zerstreutheit;roztargnienie
zerstreuung;rozproszenie
zerstreuungs;rozpraszaj¹cy
zerstückeln;krajaæ,kawa³kowaæ
zerstücklung;ciêcie,r¹banie,rozdrobnienie
zerteilen;rozdzielaæ
zertifikat;certyfikat,œwiadectwo
zertrampeln;deptaæ,tratowaæ
zertreten;rozdeptywaæ
zerwühlen;ryæ,rozczochraæ,zmiêtosiæ
zerwürfnis;waœñ,poró¿nienie
zerzausen;mierzwiæ
zerzaust;rozczochrany
zession;cesja
zettel;kartka,kawa³ek papieru
zettelkasten;kartoteka
zeug;tkanina,odzie¿,bielizna
zeuge;œwiadek
zeugen;œwiadczyæ,p³odziæ (dzieci)
zeugenaussage;zeznanie œwiadka
zeugenbeeinflussung;wywieranie wp³ywu na œwiadka
zeugenvernehmung;przes³uchanie œwiadków
zeugin;œwiadek
zeugnis;œwiadectwo,praw. zeznanie
zeugnisverweigerung;odmowa zeznania
zeugung;p³odzenie (seks)
zeugungsakt;akt p³ciowy
zeugungsfähigkeit;zdolnoœæ do zap³odnienia
zeugungsorgane;uk³ad rozrodczy
zeugungsunfähigkeit;bezp³odnoœæ
zicke;babsztyl
zickzack;zygzak
zickzackförmig;zygzakowaty,zygzakowato
ziege;koza
ziegel;ceg³a
ziegelbau;budynek z ceg³y
ziegelei;cegielnia
ziegelpresse;ceglarka
ziegenbart;kozia bródka
ziegenhirt;pasterz kóz
ziegenleder;kozia skóra
ziegenpeter;œwinka
ziehbrunnen;studnia z ¿urawiem
ziehen;ci¹gn¹æ,wyrywaæ (z¹b),wytyczaæ
ziehmutter;przybrana matka
ziel;cel,meta,termin
zielbahnhof;stacja docelowa
zielen;celowanie,mierzyæ,celowaæ
zielfernrohr;luneta celownicza
zielgerade;ostatnia prosta
ziellinie;linia mety
ziellos;bezcelowy,bezcelowo,bez celu
zielscheibe;tarcza strzelnicza,cel,obiekt
zielstrebigkeit;konsekwentne d¹¿enie do celu
ziemlich;znaczny,spory,doœæ,dosyæ,stosunkowo
zier;poet. poetycko ozdoba,chluba
zierde;ozdoba,chluba
zierfisch;ryba akwariowa
ziergarten;ogród kwiatowy
zierlich;zgrabny,o drobnej budowie cia³a
zierpflanze;roœlina ozdobna
zierschrift;pismo ozdobne
ziesel;suse³
ziffer;cyfra,szyfr,punkt,wskaŸnik (np. procentowy)
zifferblatt;cyferblat
zigarette;papieros
zigarettenetui;papieroœnica
zigarettenrauch;dym papierosowy
zigarettenschachtel;pude³ko od papierosów
zigarettenverkäufer;sprzedawca papierosów
zigarre;cygaro
zigarrenabschneider;gilotynka do cygar
zigarrenanzünder;zapalniczka
zigarrenkiste;pude³ko na cygara
zigeuner;cygan
zigeunerin;cyganka
zigeunerkapelle;kapela cygañska
zigeunerlager;tabor cygañski
zigeunersprache;jêzyk cygañski
zimbal;cymba³y
zimmer;pokój
zimmerdecke;sufit
zimmereinrichtung;umeblowanie pokoju
zimmergeselle;czeladnik ciesielski
zimmermädchen;pokojówka
zimmermann;cieœla
zimmermeister;mistrz ciesielski
zimmernachweis;biuro zakwaterowania
zimmerpflanze;roœlina pokojowa
zimmertemperatur;temperatura pokojowa
zimmertür;drzwi pokojowe
zimmervermietung;wynajmowanie pokoi
zimmerwerkstatt;warsztat ciesielski
zimperlich;bardzo delikatny,przesadnie skromny
zimt;cynamon,pot bezsens,bzdura
zimtstange;laska cynamonu
zink;cynk
zinkblech;blacha cynkowa
zinkdruck;cynkografia
zinkweiß;biel cynkowa
zinn;cyna
zinnblech;blacha cynowa
zinngießer;konwisarz
zinnober;cynober
zins;odsetki,czynsz
zinssatz;stopa procentowa
zinswucher;lichwa
zionismus;syjonizm
zipfel;ro¿ek,koniuszek
zipfelmütze;szlafmyca
zips;spisz
zirbeldrüse;szyszynka
zirbelkiefer;limba
zirconium;cyrkon (pierwiastek chemiczny)
zirkel;cyrkiel,ko³o,okr¹g
zirkonium;cyrkon (pierwiastek chemiczny)
zirkulation;cyrkulacja
zirkus;cyrk
zirkuskünstler;cyrkowiec
zirkusvorstellung;przedstawienie cyrkowe
zirrhose;marskoœæ
zischen;syk,syczenie
zisterne;cysterna
zisterzienserorden;zakon cystersów
zitadelle;cytadela
zitat;cytat
zither;cytra
zitrone;cytryna
zitronenbaum;cytryna
zitronensaft;sok cytrynowy
zitronensäure;kwas cytrynowy
zitrusfrüchte;owoce cytrusowe
zitteraal;wêgorz elektryczny
zittergras;dr¿¹czka
zitterpappel;osika
zivilbevölkerung;ludnoœæ cywilna
zivilcourage;odwaga cywilna
zivilisation;cywilizacja
zivilisationskrankheit;choroba cywilizacyjna
zivilprozess;proces cywilny
zivilprozessordnung;kodeks postêpowania cywilnego
zivilrecht;prawo cywilne
ziviltrauung;œlub cywilny
zivilverwaltung;administracja cywilna
zobel;soból
zofe;pokojówka
zögern;zwlekaæ,oci¹gaæ siê
zögling;wychowanek
zölibat;celibat
zoll;c³o,cal
zollabfertigung;odprawa celna,oclenie
zollamt;urz¹d celny
zollgebühr;op³ata celna
zollinhaltserklärung;deklaracja celna
zollkontrolle;kontrola celna
zöllner;celnik
zollrevision;rewizja celna
zollstock;calówka
zollunion;unia celna
zollvertrag;umowa celna
zone;strefa,pas
zonentarif;taryfa strefowa
zonenzeit;czas strefowy
zoo;zoo
zoologe;zoolog
zoologie;zoologia
zopf;warkocz
zöpfchen;warkoczyk
zoppot;sopot
zorn;gniew
zornausbruch;wybuch gniewu
zottel;kosmyk
zottelhaar;kud³y
zottenhaut;kosmówka
zubehör;przybory,akcesoria,wyposa¿enie,osprzêt
zubereitung;przyrz¹dzanie,przygotowywanie
zubringer;podajnik
zubringerdienst;s³u¿ba dowozu pasa¿erów
zubringerstraße;droga dojazdowa
zucchetti;cukinia
zucchini;cukinia
zucchino;cukinia,kabaczek
zucht;hodowla,karnoœæ
zuchthaus;ciê¿kie wiêzienie
zuchthäusler;skazaniec,wiêzieñ
zuchtlos;bezkarny,rozwydrzony
zuchtperle;sztuczna per³a
zuchtrute;rózga,dyscyplina
zuchtsau;maciora
zuchtstute;klacz rozp³odowa
zuchttier;zwierzê zarodowe
zuchtvieh;byd³o rozp³odowe
zuchtwahl;selekcja
zucken;drganie,drgniêcie
zucker;cukier
zuckerbäcker;cukiernik
zuckerdose;cukierniczka
zuckerfabrik;cukrownia
zuckergehalt;zawartoœæ cukru
zuckerguss;lukier
zuckerharnruhr;moczówka cukrowa
zuckerindustrie;przemys³ cukrowniczy
zuckerkranheit;cukrzyca
zuckerkrankheit;cukrzyca
zuckermelone;melon cukrowy,melon
zuckern;s³odziæ,pos³odziæ
zuckerraffinerie;rafineria cukru
zuckerrohr;trzcina cukrowa
zuckerrohrplantage;plantacja trzciny cukrowej
zuckerrübe;burak cukrowy
zuckerstreuer;cukierniczka
zuckerwasser;woda z cukrem
zuckerwatte;wata cukrowa
zuckerwerk;s³odycze
zuckerzange;szczypczyki do cukru
zuckungen;drgawki
zudringlichkeit;natarczywoœæ,natrêctwo,poufa³oœæ
züchten;hodowaæ
züchter;hodowca
züchtigen;stosowaæ karê cielesn¹
züchtigung;kara cielesna
züchtung;hodowla
zücken;dobywaæ,wyci¹gaæ
zügel;cugle,lejce
zügellos;nieokie³zany
zügeln;kie³znaæ
zügig;p³ynny,sprawny
zueignung;dedykacja
zülz;bia³a (miasto w województwie opolskim)
zürich;zurych
zuerkennung;przyznanie
zürnen;gniewaæ siê
zufahrt;dojazd
zufahrtsweg;droga,ulica dojazdowa
zufall;przypadek,traf
zufallsergebnis;wynik przypadkowy
zufallstreffer;przypadkowe trafienie,przypadkowa bramka
zuflucht;przytu³ek,schronienie
zufluchtsort;miejsce schronienia,kryjówka
zufluss;dop³yw
zufriedenheit;zadowolenie
zuführung;doprowadzanie,podawanie,zasilanie,przewód zasilaj¹cy,przewód doprowadzaj¹cy
zufuhr;dop³yw,dowóz,dostawa
zug;poci¹g,poci¹gniêcie,pochód,orszak,wyprawa,przeci¹g,rys
zugabe;dodatek,naddatek,bis
zugabfertigung;odprawa poci¹gów
zugang;dojœcie,dostêp
zuganschluss;po³¹czenie
zugband;bud. budownictwo œci¹g
zugbeanspruchung;naprê¿enie rozci¹gaj¹ce
zugbrücke;most zwodzony
zugehörigkeit;przynale¿noœæ
zugeständnis;ustêpstwo
zugewinn;wspólny dorobek
zugewinngemeinschaft;wspólnota dorobku maj¹tkowego ma³¿onków,wspólnoœæ przyrostu maj¹tku (jeden z maj¹tkowych ustrojów ma³¿eñskich
zugfeder;sprê¿yna œci¹gaj¹ca,napêdowa
zugfestigkeit;wytrzyma³oœæ na rozci¹ganie
zugführer;kierownik poci¹gu,dowódca plutonu
zugkraft;si³a rozci¹gaj¹ca,si³a poci¹gowa,atrakcyjnoœæ
zugleine;lejce
zugluft;przeci¹g,przewiew
zugmaschine;ci¹gnik
zugnummer;numer poci¹gu
zugpferd;koñ poci¹gowy
zugpflaster;plaster na wrzody
zugriff;dostêp (inform.),wkroczenie,interwencja
zugriffszeit;czas dostêpu (inform.)
zugseil;lina ci¹gn¹ca
zugsicherung;kolej. zabezpieczenie ruchu poci¹gów
zugtier;zwierzê poci¹gowe
zugunglück;katastrofa kolejowa
zugverkehr;ruch poci¹gów
zugvogel;ptak wêdrowny
zuhälter;sutener
zuhälterei;sutenerstwo
zuhörer;s³uchacz
zuhörerin;s³uchaczka
zuhörerschaft;s³uchacze,audytorium
zukunft;przysz³oœæ
zukunftsaussichten;widoki na przysz³oœæ
zukunftsforschung;futurologia
zukunftsmusik;muzyka przysz³oœci
zukunftsplan;plan przysz³oœciowy
zukunftsroman;powieœæ utopijna
zulage;dodatek
zulassung;dopuszczenie,zezwolenie
zulassungsnummer;numer rejestracyjny
zulassungsprüfung;egzamin wstêpny
zulassungsstelle;urz¹d rejestracji pojazdów mechanicznych
zum beispiel;na przyk³ad
zumachen;zamykaæ,zakrêcaæ
zumal;zw³aszcza,szczególnie
zumuten;wymagaæ
zumutung;wymaganie
zuname;nazwisko
zuneigung;sympatia
zunft;cech
zunge;jêzyk,ozór
zuordnen;przyporz¹dkowywaæ
zupacken;chwytaæ
zupfen;skubaæ,szarpaæ
zur kenntnis nehmen;przyj¹æ do wiadomoœci,zaakceptowaæ
zur verfügung stehen;byæ do dyspozycji
zurechnungsfähig;poczytalny
zurechnungsfähigkeit;poczytalnoœæ
zurechtbiegen;odpowiednio wygi¹æ
zurechtkommen;przychodziæ na czas
zurechtlegen;przyszykowywaæ,uk³adaæ
zurechtmachen;naprawiaæ
zurechtrücken;przysuwaæ
zurechtsetzen;poprawiaæ
zurechtstellen;postawiæ,ustawiæ
zurechtweisen;upominaæ,karciæ
zurechtweisung;zwrócenie uwagi
zureden;namawiania,perswazja,namawiaæ,perswadowaæ
zureichen;podawaæ
zureiten;uje¿d¿aæ
zureiter;uje¿d¿acz
zurichten;wykañczaæ,obrabiaæ
zurichtung;wykoñczenie
zuriegeln;zaryglowaæ
zurschaustellung;wystawianie na widok publiczny
zurückschieben;odsuwaæ
zurückschnellen;szybko wracaæ do pierwotnej postaci
zurückschreiben;odpisywaæ
zurücksenden;odsy³aæ z powrotem
zurückstehen;ustêpowaæ
zurückstrahlen;odbijaæ promienie
zurücktelegrafieren;odtelegrafowaæ
zurückzahlen;oddawaæ,zwracaæ,sp³acaæ
zuruf;okrzyk,zawo³anie
zurzeit;aktualnie,obecnie
zusage;aprobata,zgoda
zusagen;przyrzekaæ,obiecywaæ
zusammen;razem,³¹cznie,
zusammenarbeit;wspó³praca
zusammenarbeiten;wspó³pracowaæ
zusammenfassen;reasumowaæ
zusammenfassung;podsumowanie,reasumowanie,streszczenie
zusammenhängen;mieæ zwi¹zek z,byæ po³¹czonym
zusammenkunft;spotkanie,zjazd
zusammensetzen;sk³adaæ siê,uk³adaæ,zestawiaæ
zusammensetzung;sk³ad
zusammenspiel;zgranie
zusammenstellen;zestawiaæ
zusammenstellung;zestawienie
zusammenstoß;zderzenie,kolizja
zusammenstoßen;zderzyæ siê
zusammenstürzen;run¹æ,zawaliæ siê
zusammentreffen;spotkanie,spotykaæ siê,zbiegaæ siê
zusammentreiben;spêdzaæ
zusammentreten;zbieraæ siê
zusammentritt;zebranie siê,zebranie,posiedzenie,sesja
zusammentrommeln;zwo³ywaæ
zusammentun;³¹czyæ
zusammenwachsen;zrastaæ siê
zusammenwirken;wspó³dzia³aæ
zusammenzählen;zliczaæ,dodawaæ
zusammenziehung;kurczenie siê,koncentracja,kontrakcja
zusammenzucken;drgn¹æ
zusatz;dodatek,domieszka,dopisek
zusatzabkommen;umowa dodatkowa
zusatzausrüstung;wyposa¿enie dodatkowe
zusätzlich;dodatkowo,dodatkowy
zusatzspeicher;pamiêæ pomocnicza
zuschanden machen;psuæ,niszczyæ
zuschauen;przygl¹daæ siê
zuschauer;widz
zuschauerraum;widownia
zuschicken;posy³aæ,przesy³aæ
zuschlag;dop³ata
zuschlagfrei;bez dop³aty,wolny od
zuschlagkarte;bilet dodatkowy
zuschließen;zamykaæ na klucz
zuschmieren;zasmarowywaæ
zuschneider;krojczy
zuschneiderin;krojczyni
zuschnitt;fason,krój
zuschnüren;zasznurowywaæ,zawi¹zywaæ
zuschrauben;zamykaæ na zakrêtkê
zuschreiben;dopisywaæ,przypisywaæ
zuschrift;list,pismo
zuschütten;zasypywaæ,dosypywaæ
zuschuss;dop³ata,dodatek pieniê¿ny,subwencja
zuschussbetrieb;przedsiêbiorstwo nierentowne
zusehen;przygl¹daæ,przypatrywaæ siê
zusendung;przesy³ka,przes³anie
zusetzen;dodaæ,do³o¿yæ
zusichern;zapewniaæ
zusicherung;zapewnienie
zuspiel;podanie
zuspielen;podawaæ,podsuwaæ
zuspitzen;zaostrzaæ,temperowaæ
zuspitzung;zaostrzenie siê,zaostrzenie
zuspringen;doskakiwaæ
zuspruch;dodanie otuchy,pocieszenie
zustand;stan
zustande kommen;dojœæ do skutku
zuständig;w³aœciwy
zuständigkeit;kompetencja
zuständigkeitsbereich;zakres kompetencji
zustandsgröße;parametr stanu,funkcja stanu
zustellen;zostawiæ,dorêczaæ
zusteller;listonosz
zustellgebühr;op³ata za dorêczenie
zustellung;dorêczanie,dorêczenie
zustellungsurkunde;pokwitowanie odbioru
zustimmen;przytakiwaæ,zgadzaæ siê
zustimmung;zgoda,aprobata
zustopfen;zatykaæ,zapychaæ
zustoßen;przytrafiaæ siê
zustreben;zd¹¿aæ,zmierzaæ
zuteilen;przydzielaæ,wydzielaæ
zuteilung;przydzia³
zutragen;donosiæ,informowaæ
zuträger;donosiciel
zuträglich;korzystny,po¿yteczny
zuträglichkeit;po¿ytecznoœæ,zdrowotnoœæ
zutrauen;zaufanie
zutraulich;ufny,niebojaŸliwy
zutraulichkeit;ufnoœæ,zaufanie
zutreffend;s³uszny,odpowiedni,trafny
zutritt;dostêp,wejœcie,wstêp
zutun;zamykaæ
zuverlässig;pewny,wiarygodny
zuverlässigkeit;pewnoœæ,niezawodnoœæ
zuverlässigkeitsprüfung;próba na niezawodnoœæ
zuversicht;ufnoœæ
zuversichtlich;ufny
zuvor;najpierw,przedtem
zuvorkommen;ubiegaæ,wyprzedzaæ,zapobiegaæ
zuvorkommend;uprzejmy,us³u¿ny
zuvorkommenheit;uprzejmoœæ,us³u¿noœæ
zuwachs;przyrost
zuwachsen;zarastaæ
zuwanderer;przybysz,imigrant
zuwandern;nap³ywaæ
zuwanderung;nap³yw,imigracja
zuweilen;czasami,niekiedy
zuweisen;wyznaczaæ
zuweisung;przydzia³
zuwenden;zwracaæ (np. twarz),obdarzaæ
zuwendung;wsparcie,zapomoga
zuwiderhandlung;naruszenie,przekroczenie
zuzählen;doliczaæ
zuzahlen;dop³acaæ
zuzahlung;dop³ata
zuzug;nap³yw,imigracja,wsparcie,posi³ki
zuzugsgenehmigung;zezwolenie na sta³y pobyt
zwang;przymus
zwängen;wciskaæ,przeciskaæ
zwanglos;swobodny,niewymuszony,dowolny
zwangsarbeit;roboty przymusowe
zwangshandlungen;czynnoœci natrêtne
zwangsjacke;kaftan bezpieczeñstwa
zwangsläufig;nieunikniony,nieuchronny
zwangsräumung;eksmisja
zwangsvollstreckung;egzekucja
zwangsweise;przymusowy
zwanzig;dwadzieœcia
zwanzigste;dwudziesty
zweck;cel
zweckdienlich;po¿yteczny,przydatny,maj¹cy zwi¹zek (z czymœ),odnosz¹cy siê
zwecke;æwiek
zwecklos;bezcelowy
zweckmäßig;celowy,stosowny
zwecks;celem,w celu
zwei;dwa,dwójka,2,godzina druga
zweiachsig;dwuosiowy
zweiarmig;dwuramienny
zweibettzimmer;pokój dwuosobowy
zweideutig;dwuznaczny
zweideutigkeit;dwuznacznoœæ,dwuznacznik
zweieinhalb;dwa i pó³
zweiersystem;system dwójkowy
zweifamilienhaus;domek dwurodzinny
zweifarbendruck;druk dwubarwny
zweifel hegen;mieæ w¹tpliwoœci
zweifel;w¹tpliwoœæ
zweifelhaft;w¹tpliwy,podejrzany,w¹tpliwie
zweifellos;niew¹tpliwy,niew¹tpliwie
zweifeln;w¹tpiæ,pow¹tpiewaæ
zweifelsfall;w¹tpliwoœæ
zweifler;sceptyk,niedowiarek
zweiflerin;sceptyczka
zweig;ga³¹Ÿ
zweigeschlechtig;dwup³ciowy
zweiggeschäft;filia
zweigstelle;ekspozytura,oddzia³
zweihöckerig;dwugarbny
zweihundert;dwieœcie
zweikampf;dwubój,pojedynek
zweikreisbremssystem;dwuobwodowy uk³ad hamulcowy
zweimal jährlich;dwa razy do roku
zweimarkstück;moneta dwumarkowa
zweimaster;dwumasztowiec
zweimonatig;dwumiesiêczny
zweimonatsschrift;dwumiesiêcznik
zweimotorig;dwusilnikowy
zweiphasig;dwufazowy
zweipolig;dwubiegunowy
zweisamkeit;sam na sam
zweiseitig;dwustronny
zweisprachig;dwujêzyczny
zweistellig;dwucyfrowy
zweitägig;dwudniowy
zweitaktmotor;silnik dwusuwowy
zweite;drugi
zweiteilig;dwuczêœciowy,dwudzielny
zweitklassig;drugorzêdny
zweitletzte;przedostatni
zweitrangig;drugorzêdny
zweitschrift;duplikat
zweiundzwanzig;dwadzieœcia dwa
zweiundzwanzigste;dwudziesty drugi
zweiwertig;dwuwartoœciowy
zweizeiler;dwuwiersz
zweizimmerwohnung;mieszkanie dwupokojowe
zweizylinder;silnik dwucylindrowy
zwerchfell;przepona
zwerchfellerschütternd;huczny,gwa³towny
zwerg;karze³,krasnolud
zwerghaft;kar³owaty,kar³owato
zwergin;karlica
zwergstaat;pañstewko
zwergwuchs;kar³owatoœæ
zwetschge;œliwka
zwetschke;gatunek œliwek o wyd³u¿onym kszta³cie
zwgst.;oddzia³,filia
zwickel;klin
zwicken;szczypaæ
zwicker;binokle
zwickmühle;dylemat,k³opot
zwieback;suchar
zwiebel;cebula
zwiebelförmig;cebulasty
zwiebeln;drêczyæ
zwiebelsuppe;zupa cebulowa
zwiegespräch;dialog
zwielicht;pó³mrok
zwielichtig;ciemny
zwiespalt;rozdwojenie
zwiespälting;rozdwojony
zwietracht;niezgoda
zwillich;drelich
zwilling;bliŸniak,bliŸniê
zwillinge;bliŸniêta (gwiazdozbiór),bliŸniêta (znak zodiaku)
zwillingspaar;bliŸniaki,bliŸniêta
zwillingsschwester;siostra bliŸnia
zwingburg;zamek warowny
zwinge;œcisk œrubowy
zwingen;zmuszaæ,przymuszaæ
zwinkern;mrugaæ (okiem)
zwirn;niæ
zwirnen;skrêcaæ,niciany
zwirnmaschine;skrêcarka
zwirnsfaden;nitka
zwischen den zeilen lesen;czytaæ miêdzy wierszami
zwischen;miêdzy
zwischenablage;schowek (inform.)
zwischendurch;w miêdzyczasie
zwischenergebnis;wynik tymczasowy
zwischenfall;zajœcie,incydent
zwischenfrequenz;czêstotliwoœæ poœrednia
zwischengeschoss;pó³piêtro,antresola
zwischengröße;rozmiar,numer poœredni
zwischenhandel;handel poœrednicz¹cy
zwischenhirn;miêdzymózgowie
zwischenlandung;miêdzyl¹dowanie
zwischenlösung;tymczasowe,prowizoryczne rozwi¹zanie
zwischenmahlzeit;przek¹ska (miêdzy posi³kami)
zwischenmenschlich;miêdzyludzki
zwischenprodukt;wyrób poœredni,pó³produkt
zwischenprüfung;egzamin czêœciowy
zwischenraum;odstêp,przerwa,interwa³
zwischenruf;wtr¹cenie
zwischenrunde;æwieræfina³
zwischensatz;zdanie wtr¹cone
zwischenstaatlich;miêdzypañstwowy
zwischenstation machen;zatrzymaæ siê
zwischenstück;wk³adka,czêœæ poœrednia
zwischenstufe;stopieñ,etap poœredni
zwischenwand;œcianka dzia³owa
zwischenzeit;miêdzyczas,przerwa
zwist;spór,zatarg
zwitschern;szczebiotaæ
zwitterbildung;obojnactwo
zwitterhaft;obojnaczy,obup³ciowy
zwölf;dwanaœcie,dwunastka
zwölffingerdarm;dwunastnica
zwölfstündig;dwunastogodzinny
zwölfte;dwunasty
zyan;cyjan (kolor),cyjan
zyankali;cyjanek potasu,cyjankali
